DATA_YEAR,STATE_ABBR,STATE_NAME,BIAS_GROUP,BIAS_TYPE,SUM_VICTIM_COUNT
2010,NJ,New Jersey,Race_Anti-Jewish,Race,199
2010,NJ,New Jersey,Race_Other,Race,38
2010,NJ,New Jersey,Race_Anti-African American,Race,198
2010,NJ,New Jersey,Gender,Gender,41
2010,NJ,New Jersey,Race_Anti-Asian,Race,12
2010,NJ,New Jersey,Religion,Religion,28
2010,NJ,New Jersey,Disability,Disability,6
2010,NJ,New Jersey,Race_Anti-American Indian,Race,1
2010,NM,New Mexico,Race_Anti-African American,Race,9
2010,NM,New Mexico,Gender,Gender,5
2010,NM,New Mexico,Race_Other,Race,4
2010,NM,New Mexico,Race_Anti-Hispanic,Race,5
2010,NM,New Mexico,Religion,Religion,1
2010,NM,New Mexico,Race_Anti-American Indian,Race,1
2010,NV,Nevada,Race_Anti-African American,Race,25
2010,NV,Nevada,Gender,Gender,17
2010,NV,Nevada,Race_Anti-Hispanic,Race,14
2010,NV,Nevada,Race_Anti-Jewish,Race,14
2010,NV,Nevada,Religion,Religion,8
2010,NV,Nevada,Race_Other,Race,2
2010,NY,New York,Race_Anti-African American,Race,166
2010,NY,New York,Race_Anti-Jewish,Race,303
2010,NY,New York,Gender,Gender,145
2010,NY,New York,Race_Other,Race,94
2010,NY,New York,Race_Anti-Hispanic,Race,62
2010,NY,New York,Religion,Religion,67
2010,NY,New York,Race_Anti-Asian,Race,5
2010,NY,New York,Disability,Disability,1
2010,OH,Ohio,Religion,Religion,19
2010,OH,Ohio,Race_Other,Race,81
2010,OH,Ohio,Gender,Gender,39
2010,OH,Ohio,Race_Anti-Hispanic,Race,8
2010,OH,Ohio,Race_Anti-African American,Race,117
2010,OH,Ohio,Race_Anti-Jewish,Race,21
2010,OH,Ohio,Disability,Disability,5
2010,OH,Ohio,Race_Anti-Asian,Race,6
2010,OH,Ohio,Race_Anti-American Indian,Race,4
2010,OK,Oklahoma,Race_Other,Race,3
2010,OK,Oklahoma,Gender,Gender,14
2010,OK,Oklahoma,Race_Anti-African American,Race,31
2010,OK,Oklahoma,Religion,Religion,1
2010,OK,Oklahoma,Race_Anti-Hispanic,Race,5
2010,OK,Oklahoma,Race_Anti-Jewish,Race,2
2010,OK,Oklahoma,Race_Anti-Asian,Race,4
2010,OK,Oklahoma,Race_Anti-American Indian,Race,1
2010,OR,Oregon,Race_Other,Race,29
2010,OR,Oregon,Race_Anti-Hispanic,Race,21
2010,OR,Oregon,Race_Anti-African American,Race,48
2010,OR,Oregon,Race_Anti-Asian,Race,4
2010,OR,Oregon,Gender,Gender,41
2010,OR,Oregon,Religion,Religion,15
2010,OR,Oregon,Race_Anti-Jewish,Race,7
2010,OR,Oregon,Disability,Disability,1
2010,OR,Oregon,Race_Anti-American Indian,Race,1
2010,PA,Pennsylvania,Race_Anti-Hispanic,Race,10
2010,PA,Pennsylvania,Race_Anti-Asian,Race,4
2010,PA,Pennsylvania,Gender,Gender,10
2010,PA,Pennsylvania,Race_Anti-African American,Race,27
2010,PA,Pennsylvania,Race_Anti-Jewish,Race,4
2010,PA,Pennsylvania,Race_Other,Race,10
2010,PA,Pennsylvania,Religion,Religion,5
2010,RI,Rhode Island,Race_Anti-African American,Race,10
2010,RI,Rhode Island,Race_Anti-Jewish,Race,3
2010,RI,Rhode Island,Religion,Religion,2
2010,RI,Rhode Island,Race_Anti-Hispanic,Race,1
2010,RI,Rhode Island,Gender,Gender,3
2010,RI,Rhode Island,Disability,Disability,1
2010,RI,Rhode Island,Race_Other,Race,1
2010,SC,South Carolina,Gender,Gender,34
2010,SC,South Carolina,Race_Anti-African American,Race,48
2010,SC,South Carolina,Race_Anti-Hispanic,Race,4
2010,SC,South Carolina,Race_Other,Race,27
2010,SC,South Carolina,Race_Anti-Jewish,Race,5
2010,SC,South Carolina,Religion,Religion,15
2010,SC,South Carolina,Disability,Disability,2
2010,SD,South Dakota,Race_Anti-Hispanic,Race,10
2010,SD,South Dakota,Race_Other,Race,22
2010,SD,South Dakota,Race_Anti-American Indian,Race,9
2010,SD,South Dakota,Gender,Gender,14
2010,SD,South Dakota,Race_Anti-African American,Race,5
2010,SD,South Dakota,Religion,Religion,1
2010,TN,Tennessee,Race_Anti-African American,Race,80
2010,TN,Tennessee,Religion,Religion,9
2010,TN,Tennessee,Gender,Gender,27
2010,TN,Tennessee,Race_Anti-Hispanic,Race,8
2010,TN,Tennessee,Race_Other,Race,30
2010,TN,Tennessee,Race_Anti-American Indian,Race,1
2010,TN,Tennessee,Race_Anti-Jewish,Race,3
2010,TN,Tennessee,Disability,Disability,8
2010,TN,Tennessee,Race_Anti-Asian,Race,2
2010,TX,Texas,Race_Anti-African American,Race,81
2010,TX,Texas,Race_Other,Race,31
2010,TX,Texas,Gender,Gender,43
2010,TX,Texas,Race_Anti-Hispanic,Race,30
2010,TX,Texas,Religion,Religion,16
2010,TX,Texas,Disability,Disability,1
2010,TX,Texas,Race_Anti-Jewish,Race,3
2010,TX,Texas,Race_Anti-Asian,Race,3
2010,UT,Utah,Gender,Gender,19
2010,UT,Utah,Religion,Religion,14
2010,UT,Utah,Race_Other,Race,11
2010,UT,Utah,Race_Anti-Asian,Race,3
2010,UT,Utah,Race_Anti-Hispanic,Race,7
2010,UT,Utah,Race_Anti-African American,Race,15
2010,UT,Utah,Race_Anti-Jewish,Race,5
2010,UT,Utah,Race_Anti-American Indian,Race,4
2010,VA,Virginia,Disability,Disability,4
2010,VA,Virginia,Race_Anti-African American,Race,84
2010,VA,Virginia,Race_Other,Race,44
2010,VA,Virginia,Race_Anti-Jewish,Race,18
2010,VA,Virginia,Race_Anti-Hispanic,Race,19
2010,VA,Virginia,Religion,Religion,11
2010,VA,Virginia,Race_Anti-Asian,Race,4
2010,VA,Virginia,Gender,Gender,19
2010,VA,Virginia,Race_Anti-American Indian,Race,4
2010,VT,Vermont,Gender,Gender,8
2010,VT,Vermont,Race_Anti-African American,Race,8
2010,VT,Vermont,Race_Other,Race,1
2010,VT,Vermont,Race_Anti-Asian,Race,1
2010,VT,Vermont,Race_Anti-Hispanic,Race,1
2010,VT,Vermont,Religion,Religion,1
2010,VT,Vermont,Race_Anti-Jewish,Race,1
2010,VT,Vermont,Race_Anti-American Indian,Race,1
2010,WA,Washington,Disability,Disability,2
2010,WA,Washington,Race_Anti-Hispanic,Race,32
2010,WA,Washington,Race_Anti-African American,Race,109
2010,WA,Washington,Race_Other,Race,75
2010,WA,Washington,Race_Anti-Jewish,Race,30
2010,WA,Washington,Race_Anti-Asian,Race,20
2010,WA,Washington,Gender,Gender,36
2010,WA,Washington,Religion,Religion,11
2010,WA,Washington,Race_Anti-American Indian,Race,5
2010,WI,Wisconsin,Race_Anti-African American,Race,19
2010,WI,Wisconsin,Race_Anti-Jewish,Race,2
2010,WI,Wisconsin,Gender,Gender,35
2010,WI,Wisconsin,Disability,Disability,2
2010,WI,Wisconsin,Race_Other,Race,28
2010,WI,Wisconsin,Race_Anti-Hispanic,Race,16
2010,WI,Wisconsin,Religion,Religion,12
2010,WI,Wisconsin,Race_Anti-American Indian,Race,3
2010,WI,Wisconsin,Race_Anti-Asian,Race,4
2010,WV,West Virginia,Race_Anti-African American,Race,9
2010,WV,West Virginia,Religion,Religion,2
2010,WV,West Virginia,Race_Other,Race,16
2010,WV,West Virginia,Gender,Gender,4
2010,WV,West Virginia,Race_Anti-Asian,Race,2
2010,WV,West Virginia,Race_Anti-Jewish,Race,1
2010,WV,West Virginia,Race_Anti-Hispanic,Race,2
2010,WY,Wyoming,Race_Anti-African American,Race,2
2011,AK,Alaska,Race_Anti-American Indian,Race,2
2011,AK,Alaska,Gender,Gender,1
2011,AK,Alaska,Race_Other,Race,1
2011,AK,Alaska,Religion,Religion,2
2011,AK,Alaska,Race_Anti-African American,Race,2
2011,AL,Alabama,Race_Anti-African American,Race,37
2011,AL,Alabama,Race_Anti-Hispanic,Race,11
2011,AL,Alabama,Race_Other,Race,31
2011,AL,Alabama,Gender,Gender,8
2011,AL,Alabama,Race_Anti-Jewish,Race,4
2011,AL,Alabama,Religion,Religion,3
2011,AL,Alabama,Disability,Disability,2
2011,AL,Alabama,Race_Anti-Asian,Race,1
2011,AL,Alabama,Race_Anti-American Indian,Race,1
2011,AR,Arkansas,Race_Anti-Hispanic,Race,4
2011,AR,Arkansas,Gender,Gender,2
2011,AR,Arkansas,Race_Anti-African American,Race,21
2011,AR,Arkansas,Disability,Disability,4
2011,AR,Arkansas,Race_Other,Race,11
2011,AR,Arkansas,Religion,Religion,3
2011,AR,Arkansas,Race_Anti-American Indian,Race,3
2011,AZ,Arizona,Race_Anti-African American,Race,73
2011,AZ,Arizona,Religion,Religion,14
2011,AZ,Arizona,Race_Anti-Hispanic,Race,39
2011,AZ,Arizona,Race_Anti-Jewish,Race,30
2011,AZ,Arizona,Race_Other,Race,27
2011,AZ,Arizona,Gender,Gender,46
2011,AZ,Arizona,Race_Anti-Asian,Race,14
2011,AZ,Arizona,Disability,Disability,1
2011,AZ,Arizona,Race_Anti-American Indian,Race,3
2011,CA,California,Race_Anti-Asian,Race,33
2011,CA,California,Race_Anti-Jewish,Race,141
2011,CA,California,Gender,Gender,292
2011,CA,California,Race_Other,Race,207
2011,CA,California,Race_Anti-African American,Race,377
2011,CA,California,Religion,Religion,77
2011,CA,California,Race_Anti-Hispanic,Race,118
2011,CA,California,Disability,Disability,7
2011,CA,California,Race_Anti-American Indian,Race,1
2011,CO,Colorado,Race_Anti-African American,Race,70
2011,CO,Colorado,Gender,Gender,46
2011,CO,Colorado,Race_Other,Race,53
2011,CO,Colorado,Race_Anti-Jewish,Race,10
2011,CO,Colorado,Religion,Religion,25
2011,CO,Colorado,Race_Anti-American Indian,Race,6
2011,CO,Colorado,Race_Anti-Asian,Race,3
2011,CO,Colorado,Race_Anti-Hispanic,Race,21
2011,CT,Connecticut,Race_Other,Race,29
2011,CT,Connecticut,Religion,Religion,8
2011,CT,Connecticut,Race_Anti-Hispanic,Race,10
2011,CT,Connecticut,Gender,Gender,48
2011,CT,Connecticut,Race_Anti-Jewish,Race,31
2011,CT,Connecticut,Race_Anti-African American,Race,58
2011,CT,Connecticut,Race_Anti-Asian,Race,2
2011,CT,Connecticut,Disability,Disability,1
2011,DC,District of Columbia,Race_Anti-African American,Race,15
2011,DC,District of Columbia,Gender,Gender,63
2011,DC,District of Columbia,Race_Other,Race,25
2011,DC,District of Columbia,Race_Anti-Hispanic,Race,5
2011,DC,District of Columbia,Race_Anti-Jewish,Race,2
2011,DC,District of Columbia,Race_Anti-Asian,Race,1
2011,DE,Delaware,Race_Other,Race,3
2011,DE,Delaware,Race_Anti-Asian,Race,1
2011,DE,Delaware,Race_Anti-African American,Race,12
2011,DE,Delaware,Race_Anti-Hispanic,Race,1
2011,DE,Delaware,Gender,Gender,2
2011,DE,Delaware,Religion,Religion,2
2011,DE,Delaware,Race_Anti-Jewish,Race,1
2011,FL,Florida,Race_Other,Race,41
2011,FL,Florida,Religion,Religion,6
2011,FL,Florida,Gender,Gender,28
2011,FL,Florida,Race_Anti-Jewish,Race,23
2011,FL,Florida,Race_Anti-African American,Race,39
2011,FL,Florida,Race_Anti-Asian,Race,3
2011,FL,Florida,Disability,Disability,1
2011,GA,Georgia,Race_Other,Race,5
2011,GA,Georgia,Race_Anti-Jewish,Race,1
2011,GA,Georgia,Race_Anti-African American,Race,12
2011,GA,Georgia,Gender,Gender,5
2011,GA,Georgia,Religion,Religion,1
2011,IA,Iowa,Gender,Gender,8
2011,IA,Iowa,Race_Anti-African American,Race,12
2011,IA,Iowa,Religion,Religion,1
2011,IA,Iowa,Race_Other,Race,1
2011,ID,Idaho,Religion,Religion,10
2011,ID,Idaho,Race_Anti-African American,Race,20
2011,ID,Idaho,Race_Anti-Jewish,Race,1
2011,ID,Idaho,Gender,Gender,11
2011,ID,Idaho,Race_Anti-Asian,Race,1
2011,ID,Idaho,Race_Other,Race,12
2011,ID,Idaho,Race_Anti-Hispanic,Race,13
2011,IL,Illinois,Gender,Gender,21
2011,IL,Illinois,Race_Anti-Hispanic,Race,11
2011,IL,Illinois,Race_Other,Race,10
2011,IL,Illinois,Race_Anti-African American,Race,41
2011,IL,Illinois,Race_Anti-Jewish,Race,7
2011,IL,Illinois,Religion,Religion,2
2011,IL,Illinois,Race_Anti-Asian,Race,1
2011,IL,Illinois,Disability,Disability,1
2011,IN,Indiana,Religion,Religion,6
2011,IN,Indiana,Gender,Gender,17
2011,IN,Indiana,Race_Other,Race,27
2011,IN,Indiana,Race_Anti-African American,Race,65
2011,IN,Indiana,Race_Anti-Hispanic,Race,10
2011,IN,Indiana,Race_Anti-Jewish,Race,3
2011,IN,Indiana,Race_Anti-Asian,Race,2
2011,KS,Kansas,Race_Anti-African American,Race,34
2011,KS,Kansas,Religion,Religion,4
2011,KS,Kansas,Gender,Gender,10
2011,KS,Kansas,Race_Other,Race,23
2011,KS,Kansas,Race_Anti-Hispanic,Race,5
2011,KS,Kansas,Race_Anti-Jewish,Race,7
2011,KS,Kansas,Race_Anti-Asian,Race,2
2011,KY,Kentucky,Race_Other,Race,39
2011,KY,Kentucky,Disability,Disability,2
2011,KY,Kentucky,Race_Anti-African American,Race,98
2011,KY,Kentucky,Religion,Religion,21
2011,KY,Kentucky,Race_Anti-Jewish,Race,4
2011,KY,Kentucky,Race_Anti-Asian,Race,6
2011,KY,Kentucky,Race_Anti-Hispanic,Race,12
2011,KY,Kentucky,Gender,Gender,28
2011,LA,Louisiana,Race_Anti-African American,Race,4
2011,LA,Louisiana,Gender,Gender,3
2011,MA,Massachusetts,Race_Anti-African American,Race,143
2011,MA,Massachusetts,Gender,Gender,102
2011,MA,Massachusetts,Race_Other,Race,50
2011,MA,Massachusetts,Race_Anti-Hispanic,Race,22
2011,MA,Massachusetts,Race_Anti-Jewish,Race,71
2011,MA,Massachusetts,Race_Anti-Asian,Race,23
2011,MA,Massachusetts,Disability,Disability,9
2011,MA,Massachusetts,Religion,Religion,17
2011,MD,Maryland,Race_Anti-African American,Race,36
2011,MD,Maryland,Gender,Gender,7
2011,MD,Maryland,Religion,Religion,3
2011,MD,Maryland,Race_Anti-Jewish,Race,13
2011,MD,Maryland,Race_Anti-Hispanic,Race,5
2011,MD,Maryland,Race_Other,Race,9
2011,MD,Maryland,Race_Anti-Asian,Race,2
2011,ME,Maine,Gender,Gender,30
2011,ME,Maine,Race_Anti-African American,Race,25
2011,ME,Maine,Race_Other,Race,2
2011,ME,Maine,Race_Anti-Jewish,Race,13
2011,ME,Maine,Religion,Religion,1
2011,ME,Maine,Race_Anti-Hispanic,Race,1
2011,MI,Michigan,Religion,Religion,45
2011,MI,Michigan,Race_Anti-African American,Race,230
2011,MI,Michigan,Gender,Gender,68
2011,MI,Michigan,Race_Other,Race,75
2011,MI,Michigan,Disability,Disability,8
2011,MI,Michigan,Race_Anti-Hispanic,Race,10
2011,MI,Michigan,Race_Anti-American Indian,Race,6
2011,MI,Michigan,Race_Anti-Asian,Race,7
2011,MI,Michigan,Race_Anti-Jewish,Race,18
2011,MN,Minnesota,Race_Anti-African American,Race,79
2011,MN,Minnesota,Race_Other,Race,31
2011,MN,Minnesota,Gender,Gender,42
2011,MN,Minnesota,Religion,Religion,8
2011,MN,Minnesota,Race_Anti-American Indian,Race,5
2011,MN,Minnesota,Race_Anti-Hispanic,Race,7
2011,MN,Minnesota,Disability,Disability,1
2011,MN,Minnesota,Race_Anti-Jewish,Race,18
2011,MN,Minnesota,Race_Anti-Asian,Race,6
2011,MO,Missouri,Religion,Religion,4
2011,MO,Missouri,Race_Other,Race,17
2011,MO,Missouri,Gender,Gender,38
2011,MO,Missouri,Race_Anti-Asian,Race,8
2011,MO,Missouri,Race_Anti-African American,Race,78
2011,MO,Missouri,Race_Anti-Jewish,Race,6
2011,MO,Missouri,Race_Anti-Hispanic,Race,4
2011,MO,Missouri,Race_Anti-American Indian,Race,1
2011,MS,Mississippi,Gender,Gender,1
2011,MT,Montana,Race_Anti-Hispanic,Race,3
2011,MT,Montana,Disability,Disability,1
2011,MT,Montana,Race_Anti-Jewish,Race,4
2011,MT,Montana,Race_Anti-American Indian,Race,1
2011,MT,Montana,Race_Other,Race,5
2011,MT,Montana,Race_Anti-African American,Race,8
2011,MT,Montana,Gender,Gender,1
2011,NB,Nebraska,Race_Anti-African American,Race,21
2011,NB,Nebraska,Religion,Religion,1
2011,NB,Nebraska,Race_Other,Race,4
2011,NB,Nebraska,Race_Anti-Hispanic,Race,5
2011,NB,Nebraska,Race_Anti-Asian,Race,2
2011,NB,Nebraska,Gender,Gender,5
2011,NB,Nebraska,Race_Anti-Jewish,Race,1
2011,NC,North Carolina,Race_Anti-Hispanic,Race,7
2011,NC,North Carolina,Race_Anti-African American,Race,60
2011,NC,North Carolina,Gender,Gender,19
2011,NC,North Carolina,Religion,Religion,14
2011,NC,North Carolina,Race_Other,Race,23
2011,NC,North Carolina,Race_Anti-Jewish,Race,6
2011,NC,North Carolina,Race_Anti-Asian,Race,2
2011,NC,North Carolina,Race_Anti-American Indian,Race,2
2011,ND,North Dakota,Race_Anti-African American,Race,11
2011,ND,North Dakota,Religion,Religion,3
2011,ND,North Dakota,Gender,Gender,12
2011,ND,North Dakota,Race_Other,Race,6
2011,ND,North Dakota,Race_Anti-Asian,Race,2
2011,ND,North Dakota,Race_Anti-American Indian,Race,4
2011,NH,New Hampshire,Gender,Gender,5
2011,NH,New Hampshire,Race_Anti-African American,Race,13
2011,NH,New Hampshire,Religion,Religion,2
2011,NH,New Hampshire,Race_Anti-Asian,Race,1
2011,NH,New Hampshire,Race_Anti-Jewish,Race,2
2011,NH,New Hampshire,Race_Other,Race,6
2011,NJ,New Jersey,Race_Other,Race,64
2011,NJ,New Jersey,Race_Anti-African American,Race,207
2011,NJ,New Jersey,Religion,Religion,35
2011,NJ,New Jersey,Gender,Gender,68
2011,NJ,New Jersey,Race_Anti-Hispanic,Race,23
2011,NJ,New Jersey,Race_Anti-Jewish,Race,144
2011,NJ,New Jersey,Race_Anti-Asian,Race,5
2011,NJ,New Jersey,Disability,Disability,7
2011,NM,New Mexico,Race_Anti-American Indian,Race,3
2011,NM,New Mexico,Gender,Gender,12
2011,NM,New Mexico,Race_Other,Race,5
2011,NM,New Mexico,Race_Anti-Hispanic,Race,7
2011,NM,New Mexico,Race_Anti-African American,Race,5
2011,NM,New Mexico,Race_Anti-Jewish,Race,2
2011,NM,New Mexico,Religion,Religion,1
2011,NM,New Mexico,Race_Anti-Asian,Race,2
2011,NV,Nevada,Race_Anti-Jewish,Race,8
2011,NV,Nevada,Race_Anti-Asian,Race,4
2011,NV,Nevada,Race_Anti-African American,Race,30
2011,NV,Nevada,Religion,Religion,5
2011,NV,Nevada,Gender,Gender,15
2011,NV,Nevada,Race_Other,Race,5
2011,NV,Nevada,Race_Anti-Hispanic,Race,7
2011,NV,Nevada,Disability,Disability,1
2011,NY,New York,Race_Anti-African American,Race,151
2011,NY,New York,Gender,Gender,121
2011,NY,New York,Race_Anti-Jewish,Race,281
2011,NY,New York,Religion,Religion,82
2011,NY,New York,Race_Other,Race,50
2011,NY,New York,Race_Anti-Hispanic,Race,16
2011,NY,New York,Disability,Disability,3
2011,NY,New York,Race_Anti-Asian,Race,6
2011,NY,New York,Race_Anti-American Indian,Race,1
2011,OH,Ohio,Gender,Gender,81
2011,OH,Ohio,Race_Anti-Jewish,Race,13
2011,OH,Ohio,Disability,Disability,5
2011,OH,Ohio,Race_Anti-African American,Race,101
2011,OH,Ohio,Race_Anti-Hispanic,Race,8
2011,OH,Ohio,Race_Other,Race,77
2011,OH,Ohio,Race_Anti-American Indian,Race,2
2011,OH,Ohio,Religion,Religion,23
2011,OH,Ohio,Race_Anti-Asian,Race,5
2011,OK,Oklahoma,Race_Anti-American Indian,Race,1
2011,OK,Oklahoma,Race_Anti-African American,Race,23
2011,OK,Oklahoma,Race_Anti-Hispanic,Race,8
2011,OK,Oklahoma,Gender,Gender,6
2011,OK,Oklahoma,Race_Other,Race,1
2011,OK,Oklahoma,Religion,Religion,1
2011,OK,Oklahoma,Race_Anti-Jewish,Race,1
2011,OR,Oregon,Gender,Gender,50
2011,OR,Oregon,Race_Other,Race,18
2011,OR,Oregon,Race_Anti-Hispanic,Race,21
2011,OR,Oregon,Race_Anti-African American,Race,53
2011,OR,Oregon,Religion,Religion,11
2011,OR,Oregon,Race_Anti-American Indian,Race,4
2011,OR,Oregon,Race_Anti-Asian,Race,3
2011,OR,Oregon,Race_Anti-Jewish,Race,8
2011,OR,Oregon,Disability,Disability,1
2011,PA,Pennsylvania,Race_Other,Race,6
2011,PA,Pennsylvania,Religion,Religion,3
2011,PA,Pennsylvania,Race_Anti-Hispanic,Race,3
2011,PA,Pennsylvania,Race_Anti-Jewish,Race,5
2011,PA,Pennsylvania,Race_Anti-African American,Race,5
2011,PA,Pennsylvania,Gender,Gender,3
2011,RI,Rhode Island,Gender,Gender,8
2011,RI,Rhode Island,Religion,Religion,4
2011,RI,Rhode Island,Race_Anti-African American,Race,2
2011,RI,Rhode Island,Race_Other,Race,2
2011,RI,Rhode Island,Race_Anti-Jewish,Race,1
2011,RI,Rhode Island,Race_Anti-Hispanic,Race,7
2011,RI,Rhode Island,Disability,Disability,1
2011,SC,South Carolina,Religion,Religion,28
2011,SC,South Carolina,Race_Anti-Hispanic,Race,13
2011,SC,South Carolina,Gender,Gender,27
2011,SC,South Carolina,Race_Anti-African American,Race,46
2011,SC,South Carolina,Race_Other,Race,26
2011,SC,South Carolina,Disability,Disability,2
2011,SC,South Carolina,Race_Anti-Jewish,Race,2
2011,SD,South Dakota,Race_Anti-American Indian,Race,4
2011,SD,South Dakota,Race_Anti-African American,Race,6
2011,SD,South Dakota,Gender,Gender,4
2011,SD,South Dakota,Race_Anti-Jewish,Race,1
2011,SD,South Dakota,Race_Other,Race,7
2011,SD,South Dakota,Religion,Religion,1
2011,SD,South Dakota,Race_Anti-Asian,Race,1
2011,TN,Tennessee,Gender,Gender,38
2011,TN,Tennessee,Race_Anti-Jewish,Race,5
2011,TN,Tennessee,Race_Anti-African American,Race,66
2011,TN,Tennessee,Religion,Religion,11
2011,TN,Tennessee,Race_Other,Race,32
2011,TN,Tennessee,Race_Anti-Hispanic,Race,8
2011,TN,Tennessee,Disability,Disability,6
2011,TN,Tennessee,Race_Anti-American Indian,Race,1
2011,TX,Texas,Gender,Gender,56
2011,TX,Texas,Race_Other,Race,17
2011,TX,Texas,Race_Anti-African American,Race,67
2011,TX,Texas,Religion,Religion,12
2011,TX,Texas,Disability,Disability,3
2011,TX,Texas,Race_Anti-Jewish,Race,10
2011,TX,Texas,Race_Anti-Hispanic,Race,25
2011,TX,Texas,Race_Anti-Asian,Race,9
2011,UT,Utah,Race_Anti-African American,Race,12
2011,UT,Utah,Gender,Gender,16
2011,UT,Utah,Race_Anti-Hispanic,Race,9
2011,UT,Utah,Race_Other,Race,20
2011,UT,Utah,Religion,Religion,18
2011,UT,Utah,Race_Anti-Jewish,Race,1
2011,UT,Utah,Race_Anti-Asian,Race,1
2011,UT,Utah,Race_Anti-American Indian,Race,4
2011,UT,Utah,Disability,Disability,1
2011,VA,Virginia,Race_Anti-Jewish,Race,16
2011,VA,Virginia,Gender,Gender,29
2011,VA,Virginia,Race_Anti-African American,Race,66
2011,VA,Virginia,Race_Other,Race,35
2011,VA,Virginia,Disability,Disability,1
2011,VA,Virginia,Race_Anti-Hispanic,Race,11
2011,VA,Virginia,Religion,Religion,17
2011,VA,Virginia,Race_Anti-American Indian,Race,1
2011,VA,Virginia,Race_Anti-Asian,Race,3
2011,VT,Vermont,Gender,Gender,2
2011,VT,Vermont,Disability,Disability,1
2011,VT,Vermont,Religion,Religion,2
2011,VT,Vermont,Race_Other,Race,1
2011,VT,Vermont,Race_Anti-African American,Race,5
2011,WA,Washington,Gender,Gender,65
2011,WA,Washington,Race_Anti-Hispanic,Race,31
2011,WA,Washington,Religion,Religion,17
2011,WA,Washington,Race_Anti-African American,Race,80
2011,WA,Washington,Race_Other,Race,45
2011,WA,Washington,Race_Anti-Jewish,Race,19
2011,WA,Washington,Race_Anti-Asian,Race,7
2011,WA,Washington,Race_Anti-American Indian,Race,7
2011,WA,Washington,Disability,Disability,1
2011,WI,Wisconsin,Gender,Gender,21
2011,WI,Wisconsin,Race_Other,Race,22
2011,WI,Wisconsin,Race_Anti-Hispanic,Race,9
2011,WI,Wisconsin,Race_Anti-African American,Race,20
2011,WI,Wisconsin,Race_Anti-American Indian,Race,12
2011,WI,Wisconsin,Race_Anti-Asian,Race,4
2011,WI,Wisconsin,Religion,Religion,4
2011,WI,Wisconsin,Disability,Disability,1
2011,WV,West Virginia,Race_Anti-African American,Race,12
2011,WV,West Virginia,Gender,Gender,4
2011,WV,West Virginia,Disability,Disability,1
2011,WV,West Virginia,Religion,Religion,2
2011,WV,West Virginia,Race_Other,Race,1
2011,WV,West Virginia,Race_Anti-Asian,Race,1
2011,WV,West Virginia,Race_Anti-Hispanic,Race,1
2011,WY,Wyoming,Gender,Gender,2
2011,WY,Wyoming,Race_Anti-African American,Race,1
2012,AK,Alaska,Race_Anti-African American,Race,2
2012,AK,Alaska,Race_Anti-American Indian,Race,1
2012,AK,Alaska,Race_Other,Race,1
2012,AK,Alaska,Race_Anti-Asian,Race,1
2012,AK,Alaska,Religion,Religion,1
2012,AL,Alabama,Race_Anti-Hispanic,Race,1
2012,AL,Alabama,Race_Anti-African American,Race,3
2012,AL,Alabama,Religion,Religion,2
2012,AR,Arkansas,Religion,Religion,3
2012,AR,Arkansas,Gender,Gender,15
2012,AR,Arkansas,Race_Anti-African American,Race,11
2012,AR,Arkansas,Disability,Disability,12
2012,AR,Arkansas,Race_Anti-Hispanic,Race,2
2012,AR,Arkansas,Race_Other,Race,9
2012,AZ,Arizona,Disability,Disability,3
2012,AZ,Arizona,Gender,Gender,57
2012,AZ,Arizona,Race_Anti-Asian,Race,3
2012,AZ,Arizona,Religion,Religion,12
2012,AZ,Arizona,Race_Anti-Jewish,Race,19
2012,AZ,Arizona,Race_Other,Race,22
2012,AZ,Arizona,Race_Anti-African American,Race,64
2012,AZ,Arizona,Race_Anti-Hispanic,Race,36
2012,AZ,Arizona,Race_Anti-American Indian,Race,2
2012,CA,California,Race_Other,Race,154
2012,CA,California,Religion,Religion,59
2012,CA,California,Race_Anti-Jewish,Race,106
2012,CA,California,Gender,Gender,294
2012,CA,California,Race_Anti-African American,Race,389
2012,CA,California,Race_Anti-Hispanic,Race,111
2012,CA,California,Race_Anti-Asian,Race,32
2012,CA,California,Race_Anti-American Indian,Race,3
2012,CA,California,Disability,Disability,2
2012,CO,Colorado,Race_Anti-Hispanic,Race,33
2012,CO,Colorado,Race_Anti-African American,Race,63
2012,CO,Colorado,Race_Other,Race,48
2012,CO,Colorado,Gender,Gender,47
2012,CO,Colorado,Race_Anti-Jewish,Race,15
2012,CO,Colorado,Religion,Religion,28
2012,CO,Colorado,Race_Anti-American Indian,Race,17
2012,CO,Colorado,Race_Anti-Asian,Race,2
2012,CT,Connecticut,Race_Anti-Jewish,Race,10
2012,CT,Connecticut,Race_Other,Race,36
2012,CT,Connecticut,Race_Anti-African American,Race,68
2012,CT,Connecticut,Gender,Gender,46
2012,CT,Connecticut,Religion,Religion,15
2012,CT,Connecticut,Race_Anti-Hispanic,Race,12
2012,CT,Connecticut,Race_Anti-Asian,Race,3
2012,CT,Connecticut,Disability,Disability,2
2012,DC,District of Columbia,Gender,Gender,54
2012,DC,District of Columbia,Race_Other,Race,10
2012,DC,District of Columbia,Race_Anti-African American,Race,9
2012,DC,District of Columbia,Disability,Disability,1
2012,DC,District of Columbia,Religion,Religion,1
2012,DC,District of Columbia,Race_Anti-Jewish,Race,5
